"","page","pathlength","pageviews","segment.id","segment.name"
"1","Areas with Zika | Zika virus | CDC","1",112064,"",""
"6995","Women Trying to Become Pregnant through Fertility Treatment | Zika virus | CDC","20",1,"",""
"6996","Women Trying to Become Pregnant through Fertility Treatment | Zika virus | CDC","18",1,"",""
"6997","Women Trying to Become Pregnant through Fertility Treatment | Zika virus | CDC","17",1,"",""
"6998","Women Trying to Become Pregnant through Fertility Treatment | Zika virus | CDC","14",1,"",""
"6999","Women Trying to Become Pregnant through Fertility Treatment | Zika virus | CDC","13",1,"",""
"7000","Women Trying to Become Pregnant through Fertility Treatment | Zika virus | CDC","10",1,"",""
"7001","CDC Deployments | Zika virus | CDC","1",61,"",""
"7002","CDC Deployments | Zika virus | CDC","9",11,"",""
"7003","CDC Deployments | Zika virus | CDC","4",9,"",""
"7004","CDC Deployments | Zika virus | CDC","3",8,"",""
"7005","CDC Deployments | Zika virus | CDC","12",7,"",""
"7006","CDC Deployments | Zika virus | CDC","8",7,"",""
"7007","CDC Deployments | Zika virus | CDC","2",6,"",""
"7008","CDC Deployments | Zika virus | CDC","19",5,"",""
"7009","CDC Deployments | Zika virus | CDC","13",5,"",""
"7010","CDC Deployments | Zika virus | CDC","11",5,"",""
"7011","CDC Deployments | Zika virus | CDC","24",4,"",""
"7012","CDC Deployments | Zika virus | CDC","20",4,"",""
"7013","CDC Deployments | Zika virus | CDC","6",4,"",""
"7014","CDC Deployments | Zika virus | CDC","66",3,"",""
"7015","CDC Deployments | Zika virus | CDC","16",3,"",""
"7016","CDC Deployments | Zika virus | CDC","15",3,"",""
"7017","CDC Deployments | Zika virus | CDC","5",3,"",""
"7018","CDC Deployments | Zika virus | CDC","47",2,"",""
"7019","CDC Deployments | Zika virus | CDC","34",2,"",""
"7020","CDC Deployments | Zika virus | CDC","30",2,"",""
"7021","CDC Deployments | Zika virus | CDC","28",2,"",""
"7022","CDC Deployments | Zika virus | CDC","27",2,"",""
"7023","CDC Deployments | Zika virus | CDC","17",2,"",""
"7024","CDC Deployments | Zika virus | CDC","10",2,"",""
"7025","CDC Deployments | Zika virus | CDC","7",2,"",""
"7026","CDC Deployments | Zika virus | CDC","1434",1,"",""
"7027","CDC Deployments | Zika virus | CDC","50",1,"",""
"7028","CDC Deployments | Zika virus | CDC","44",1,"",""
"7029","CDC Deployments | Zika virus | CDC","38",1,"",""
"7030","CDC Deployments | Zika virus | CDC","23",1,"",""
"7031","CDC Deployments | Zika virus | CDC","22",1,"",""
"7032","CDC Deployments | Zika virus | CDC","21",1,"",""
"7033","CDC Deployments | Zika virus | CDC","18",1,"",""
"7034","Disinsection | Zika virus | CDC","1",67,"",""
"7035","Disinsection | Zika virus | CDC","2",14,"",""
"7036","Disinsection | Zika virus | CDC","3",10,"",""
"7037","Disinsection | Zika virus | CDC","4",7,"",""
"7038","Disinsection | Zika virus | CDC","10",6,"",""
"7039","Disinsection | Zika virus | CDC","9",6,"",""
"7040","Disinsection | Zika virus | CDC","5",5,"",""
"7041","Disinsection | Zika virus | CDC","22",4,"",""
"7042","Disinsection | Zika virus | CDC","11",4,"",""
"7043","Disinsection | Zika virus | CDC","8",4,"",""
"7044","Disinsection | Zika virus | CDC","6",4,"",""
"7045","Disinsection | Zika virus | CDC","16",3,"",""
"7046","Disinsection | Zika virus | CDC","7",3,"",""
"7047","Disinsection | Zika virus | CDC","66",2,"",""
"7048","Disinsection | Zika virus | CDC","58",2,"",""
"7049","Disinsection | Zika virus | CDC","48",2,"",""
"7050","Disinsection | Zika virus | CDC","26",2,"",""
"7051","Disinsection | Zika virus | CDC","20",2,"",""
"7052","Disinsection | Zika virus | CDC","18",2,"",""
"7053","Disinsection | Zika virus | CDC","1434",1,"",""
"7054","Disinsection | Zika virus | CDC","89",1,"",""
"7055","Disinsection | Zika virus | CDC","44",1,"",""
"7056","Disinsection | Zika virus | CDC","37",1,"",""
"7057","Disinsection | Zika virus | CDC","34",1,"",""
"7058","Disinsection | Zika virus | CDC","31",1,"",""
"7059","Disinsection | Zika virus | CDC","30",1,"",""
"7060","Disinsection | Zika virus | CDC","28",1,"",""
"7061","Disinsection | Zika virus | CDC","19",1,"",""
"7062","Disinsection | Zika virus | CDC","17",1,"",""
"7063","Disinsection | Zika virus | CDC","15",1,"",""
"7064","Disinsection | Zika virus | CDC","14",1,"",""
"7065","Disinsection | Zika virus | CDC","13",1,"",""
"7066","Disinsection | Zika virus | CDC","12",1,"",""
"7067","Training | Zika virus | CDC","1",75,"",""
"7068","Training | Zika virus | CDC","8",7,"",""
"7069","Training | Zika virus | CDC","5",7,"",""
"7070","Training | Zika virus | CDC","10",6,"",""
"7071","Training | Zika virus | CDC","6",6,"",""
"7072","Training | Zika virus | CDC","2",6,"",""
"7073","Training | Zika virus | CDC","12",5,"",""
"7074","Training | Zika virus | CDC","7",5,"",""
"7075","Training | Zika virus | CDC","33",4,"",""
"7076","Training | Zika virus | CDC","17",4,"",""
"7077","Training | Zika virus | CDC","13",4,"",""
"7078","Training | Zika virus | CDC","3",4,"",""
"7079","Training | Zika virus | CDC","9",3,"",""
"7080","Training | Zika virus | CDC","113",2,"",""
"7081","Training | Zika virus | CDC","39",2,"",""
"7082","Training | Zika virus | CDC","25",2,"",""
"7083","Training | Zika virus | CDC","19",2,"",""
"7084","Training | Zika virus | CDC","16",2,"",""
"7085","Training | Zika virus | CDC","4",2,"",""
"7086","Training | Zika virus | CDC","1434",1,"",""
"7087","Training | Zika virus | CDC","102",1,"",""
"7088","Training | Zika virus | CDC","53",1,"",""
"7089","Training | Zika virus | CDC","41",1,"",""
"7090","Training | Zika virus | CDC","35",1,"",""
"7091","Training | Zika virus | CDC","30",1,"",""
"7092","Training | Zika virus | CDC","27",1,"",""
"7093","Training | Zika virus | CDC","24",1,"",""
"7094","Training | Zika virus | CDC","23",1,"",""
"7095","Training | Zika virus | CDC","22",1,"",""
"7096","Training | Zika virus | CDC","18",1,"",""
"7097","Training | Zika virus | CDC","15",1,"",""
"7098","Training | Zika virus | CDC","14",1,"",""
"7099","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","1",51,"",""
"7100","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","3",22,"",""
"7101","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","2",11,"",""
"7102","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","4",10,"",""
"7103","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","13",7,"",""
"7104","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","9",7,"",""
"7105","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","8",6,"",""
"7106","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","7",6,"",""
"7107","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","5",6,"",""
"7108","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","14",4,"",""
"7109","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","12",4,"",""
"7110","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","10",4,"",""
"7111","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","34",3,"",""
"7112","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","62",2,"",""
"7113","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","23",2,"",""
"7114","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","21",2,"",""
"7115","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","6",2,"",""
"7116","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","54",1,"",""
"7117","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","35",1,"",""
"7118","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","28",1,"",""
"7119","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","26",1,"",""
"7120","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","25",1,"",""
"7121","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","20",1,"",""
"7122","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","18",1,"",""
"7123","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","15",1,"",""
"7124","We must protect pregnant women from the Zika virus | CDC Director Blog – Thoughts from CDC Directo","11",1,"",""
"7125","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","1",56,"",""
"7126","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","2",11,"",""
"7127","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","12",7,"",""
"7128","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","5",6,"",""
"7129","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","10",5,"",""
"7130","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","6",5,"",""
"7131","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","3",5,"",""
"7132","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","11",4,"",""
"7133","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","21",3,"",""
"7134","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","8",3,"",""
"7135","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","7",3,"",""
"7136","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","113",2,"",""
"7137","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","30",2,"",""
"7138","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","27",2,"",""
"7139","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","20",2,"",""
"7140","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","19",2,"",""
"7141","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","17",2,"",""
"7142","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","16",2,"",""
"7143","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","14",2,"",""
"7144","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","13",2,"",""
"7145","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","9",2,"",""
"7146","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","4",2,"",""
"7147","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","1434",1,"",""
"7148","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","72",1,"",""
"7149","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","42",1,"",""
"7150","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","31",1,"",""
"7151","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","24",1,"",""
"7152","Updated Laboratory Guidance: Frequently Asked Questions | Zika virus | CDC","18",1,"",""
"7153","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","1",66,"",""
"7154","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","3",13,"",""
"7155","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","2",9,"",""
"7156","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","12",5,"",""
"7157","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","5",5,"",""
"7158","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","10",4,"",""
"7159","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","7",4,"",""
"7160","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","9",3,"",""
"7161","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","6",3,"",""
"7162","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","4",3,"",""
"7163","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","34",2,"",""
"7164","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","22",2,"",""
"7165","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","18",2,"",""
"7166","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","11",2,"",""
"7167","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","8",2,"",""
"7168","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","1434",1,"",""
"7169","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","42",1,"",""
"7170","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","35",1,"",""
"7171","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","30",1,"",""
"7172","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","26",1,"",""
"7173","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","23",1,"",""
"7174","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","21",1,"",""
"7175","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","20",1,"",""
"7176","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","19",1,"",""
"7177","Pregnant Women Living Near the US-Mexico Border | Zika virus | CDC","13",1,"",""
"7178","Technical and Clinical Information | Zika virus | CDC","1",69,"",""
"7179","Technical and Clinical Information | Zika virus | CDC","2",11,"",""
"7180","Technical and Clinical Information | Zika virus | CDC","31",4,"",""
"7181","Technical and Clinical Information | Zika virus | CDC","7",4,"",""
"7182","Technical and Clinical Information | Zika virus | CDC","4",4,"",""
"7183","Technical and Clinical Information | Zika virus | CDC","3",4,"",""
"7184","Technical and Clinical Information | Zika virus | CDC","26",3,"",""
"7185","Technical and Clinical Information | Zika virus | CDC","14",3,"",""
"7186","Technical and Clinical Information | Zika virus | CDC","11",3,"",""
"7187","Technical and Clinical Information | Zika virus | CDC","86",2,"",""
"7188","Technical and Clinical Information | Zika virus | CDC","59",2,"",""
"7189","Technical and Clinical Information | Zika virus | CDC","37",2,"",""
"7190","Technical and Clinical Information | Zika virus | CDC","30",2,"",""
"7191","Technical and Clinical Information | Zika virus | CDC","29",2,"",""
"7192","Technical and Clinical Information | Zika virus | CDC","17",2,"",""
"7193","Technical and Clinical Information | Zika virus | CDC","13",2,"",""
"7194","Technical and Clinical Information | Zika virus | CDC","12",2,"",""
"7195","Technical and Clinical Information | Zika virus | CDC","10",2,"",""
"7196","Technical and Clinical Information | Zika virus | CDC","6",2,"",""
