"","page","mobiledevicename","pageviews","segment.id","segment.name"
"1","Areas with Zika | Zika virus | CDC","::unspecified::",189816,"",""
"30999","Zika Virus Infection and Microcephaly | Zika virus | CDC","Samsung Galaxy Tab 4 7.0 LTE (SM-T235)",1,"",""
"31000","Zika Virus Infection and Microcephaly | Zika virus | CDC","Samsung Galaxy S4 Value Edition (GT-I9515)",1,"",""
"31001","Zika Virus Infection and Microcephaly | Zika virus | CDC","Nokia Asha 203",1,"",""
"31002","Zika Virus Infection and Microcephaly | Zika virus | CDC","Samsung Galaxy J5 (SM-J500FN)",1,"",""
"31003","Zika Virus Infection and Microcephaly | Zika virus | CDC","Sprint Moto G (XT1031)",1,"",""
"31004","Zika Virus Infection and Microcephaly | Zika virus | CDC","Samsung SM-P355",1,"",""
"31005","Zika Virus Infection and Microcephaly | Zika virus | CDC","LG G5 (H831)",1,"",""
"31006","Zika Virus Infection and Microcephaly | Zika virus | CDC","Sony Xperia M5 Dual (E5663)",1,"",""
"31007","Zika Virus Infection and Microcephaly | Zika virus | CDC","Huawei Ascend Y330 (Y330-U05)",1,"",""
"31008","Zika Virus Infection and Microcephaly | Zika virus | CDC","Samsung Galaxy Tab 3 (SM-T215)",1,"",""
"31009","Zika Virus Infection and Microcephaly | Zika virus | CDC","AT&T Galaxy S7 (SM-G930A)",1,"",""
"31010","Zika Virus Infection and Microcephaly | Zika virus | CDC","Cricket Spree (K120)",1,"",""
"31011","Zika Virus Infection and Microcephaly | Zika virus | CDC","Oppo R5 (R8106)",1,"",""
"31012","Zika Virus Infection and Microcephaly | Zika virus | CDC","Samsung Galaxy J1 (SM-J100VPP)",1,"",""
"31013","Zika Virus Infection and Microcephaly | Zika virus | CDC","Samsung Galaxy S7 (SM-G930U)",1,"",""
"31014","Zika Virus Infection and Microcephaly | Zika virus | CDC","Huawei Honor 8 (FRD-L04)",1,"",""
"31015","Zika Virus Infection and Microcephaly | Zika virus | CDC","Huawei Mate 8 (NXT-L29)",1,"",""
"31016","Zika Virus Infection and Microcephaly | Zika virus | CDC","Huawei P9 Plus (VIE-L29)",1,"",""
"31017","Zika Virus Infection and Microcephaly | Zika virus | CDC","Verizon Galaxy Core Prime (SM-G360V)",1,"",""
"31018","Zika Virus Infection and Microcephaly | Zika virus | CDC","Lyf Flame 7 (Ls-4006)",1,"",""
"31019","Zika Virus Infection and Microcephaly | Zika virus | CDC","LG G4 (VS986)",1,"",""
"31020","Zika Virus Infection and Microcephaly | Zika virus | CDC","Huawei P8 Lite (ALE-L21)",1,"",""
"31021","Future Pregnancy | Zika virus | CDC","Apple iPhone",956,"",""
"31022","Future Pregnancy | Zika virus | CDC","::unspecified::",705,"",""
"31023","Future Pregnancy | Zika virus | CDC","Apple iPad",106,"",""
"31024","Future Pregnancy | Zika virus | CDC","Verizon Galaxy S5 (SM-G900V)",15,"",""
"31025","Future Pregnancy | Zika virus | CDC","Verizon Galaxy S7 (SM-G930V)",13,"",""
"31026","Future Pregnancy | Zika virus | CDC","Orange Galaxy S7 (SM-G930F)",7,"",""
"31027","Future Pregnancy | Zika virus | CDC","Verizon Galaxy S6 (SM-G920V)",7,"",""
"31028","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S5 (SM-G900F)",7,"",""
"31029","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S7 (SM-G930W8)",7,"",""
"31030","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S7 Edge (SM-G935W8)",7,"",""
"31031","Future Pregnancy | Zika virus | CDC","Google Nexus 5X (H790)",7,"",""
"31032","Future Pregnancy | Zika virus | CDC","Google Nexus 5 (D820)",6,"",""
"31033","Future Pregnancy | Zika virus | CDC","Sprint Galaxy S6 (SM-G920P)",6,"",""
"31034","Future Pregnancy | Zika virus | CDC","Verizon Galaxy S7 edge (SM-G935V)",5,"",""
"31035","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S6 (SM-G920F)",5,"",""
"31036","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S3 (SGH-I747M)",4,"",""
"31037","Future Pregnancy | Zika virus | CDC","Verizon Droid Turbo 2 (XT1585)",4,"",""
"31038","Future Pregnancy | Zika virus | CDC","Verizon Galaxy S4 (SCH-I545)",4,"",""
"31039","Future Pregnancy | Zika virus | CDC","LG V10 (VS990)",4,"",""
"31040","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S6 (SM-G920W8)",4,"",""
"31041","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S6 Edge (SM-G925F)",4,"",""
"31042","Future Pregnancy | Zika virus | CDC","Unknown Event (Generic Android Mobile)",3,"",""
"31043","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Tab 4 10.1 (SM-T350)",3,"",""
"31044","Future Pregnancy | Zika virus | CDC","Google Pixel XL",3,"",""
"31045","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Note 5 (SM-N920A)",3,"",""
"31046","Future Pregnancy | Zika virus | CDC","T-Mobile Galaxy S7 edge (SM-G935T)",3,"",""
"31047","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S6 Edge (SM-G925W8)",3,"",""
"31048","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Note 5 LTE-A (SM-N920I)",3,"",""
"31049","Future Pregnancy | Zika virus | CDC","HTC One M8s",3,"",""
"31050","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S6 (SM-G920T)",3,"",""
"31051","Future Pregnancy | Zika virus | CDC","BlackBerry Q10",3,"",""
"31052","Future Pregnancy | Zika virus | CDC","Sprint Galaxy S7 (SM-G930P)",3,"",""
"31053","Future Pregnancy | Zika virus | CDC","Huawei Y6II (CAM-L21)",3,"",""
"31054","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S6 Edge (SM-G925I)",3,"",""
"31055","Future Pregnancy | Zika virus | CDC","Google Pixel",3,"",""
"31056","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S5 (SM-G900W8)",3,"",""
"31057","Future Pregnancy | Zika virus | CDC","LG G4 (H815)",3,"",""
"31058","Future Pregnancy | Zika virus | CDC","OnePlus A3000",3,"",""
"31059","Future Pregnancy | Zika virus | CDC","HTC One",2,"",""
"31060","Future Pregnancy | Zika virus | CDC","Samsung Galaxy J7 (SM-J700P)",2,"",""
"31061","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S6 (SM-G920I)",2,"",""
"31062","Future Pregnancy | Zika virus | CDC","Motorola Moto Z (XT1635-01)",2,"",""
"31063","Future Pregnancy | Zika virus | CDC","Verizon Galaxy Note 5 (SM-N920V)",2,"",""
"31064","Future Pregnancy | Zika virus | CDC","Motorola Droid Turbo (XT1254)",2,"",""
"31065","Future Pregnancy | Zika virus | CDC","Meizu MX5",2,"",""
"31066","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S4 (GT-I9500)",2,"",""
"31067","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Tab S 8.4 (SM-T700)",2,"",""
"31068","Future Pregnancy | Zika virus | CDC","Samsung Galaxy A5 (SM-A510F)",2,"",""
"31069","Future Pregnancy | Zika virus | CDC","US Cellular Galaxy S4 (SCH-R970)",2,"",""
"31070","Future Pregnancy | Zika virus | CDC","Sony Xperia M4 Aqua (E2306)",2,"",""
"31071","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Tab A (SM-T280)",2,"",""
"31072","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Grand Prime (SM-G530H)",2,"",""
"31073","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S5 (SM-G901F)",2,"",""
"31074","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S7 Edge (SM-G935F)",2,"",""
"31075","Future Pregnancy | Zika virus | CDC","Samsung Galaxy J5 (SM-J510FN)",2,"",""
"31076","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Note 3 (SM-N900V)",2,"",""
"31077","Future Pregnancy | Zika virus | CDC","AT&T Galaxy S6 (SM-G920A)",2,"",""
"31078","Future Pregnancy | Zika virus | CDC","T-Mobile Galaxy S7 (SM-G930T)",2,"",""
"31079","Future Pregnancy | Zika virus | CDC","Samsung SM-G903W",2,"",""
"31080","Future Pregnancy | Zika virus | CDC","Verizon Galaxy Note 4 (SM-N910V)",2,"",""
"31081","Future Pregnancy | Zika virus | CDC","T-Mobile Galaxy Note 4 (SM-N910T)",2,"",""
"31082","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Note 3 (SM-N900T)",2,"",""
"31083","Future Pregnancy | Zika virus | CDC","Motorola Moto G (XT1032)",2,"",""
"31084","Future Pregnancy | Zika virus | CDC","AT&T Galaxy S7 (SM-G930A)",2,"",""
"31085","Future Pregnancy | Zika virus | CDC","T-Mobile Galaxy J7 (SM-J700T)",2,"",""
"31086","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S5 (SM-G900T)",2,"",""
"31087","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S6 Edge Plus (SM-G928G)",1,"",""
"31088","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Tab E Nook (SM-T560NU)",1,"",""
"31089","Future Pregnancy | Zika virus | CDC","US Cellular Galaxy S7 (SM-G930R4)",1,"",""
"31090","Future Pregnancy | Zika virus | CDC","BlackBerry Z10",1,"",""
"31091","Future Pregnancy | Zika virus | CDC","AT&T Galaxy S5 (SM-G900A)",1,"",""
"31092","Future Pregnancy | Zika virus | CDC","Amazon Kindle Fire HD",1,"",""
"31093","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Tab Pro (SM-T320)",1,"",""
"31094","Future Pregnancy | Zika virus | CDC","Samsung Galaxy J1 Ace (SM-J111M)",1,"",""
"31095","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S6 Edge Plus (SM-G928V)",1,"",""
"31096","Future Pregnancy | Zika virus | CDC","Motorola Moto X 2nd Gen (XT1095)",1,"",""
"31097","Future Pregnancy | Zika virus | CDC","T-Mobile G Stylo (H631)",1,"",""
"31098","Future Pregnancy | Zika virus | CDC","AT&T Galaxy S7 edge (SM-G935A)",1,"",""
"31099","Future Pregnancy | Zika virus | CDC","Medion E5004",1,"",""
"31100","Future Pregnancy | Zika virus | CDC","AT&T V20 (H910)",1,"",""
"31101","Future Pregnancy | Zika virus | CDC","Sony Xperia Z5 Compact (E5823)",1,"",""
"31102","Future Pregnancy | Zika virus | CDC","HTC One M8",1,"",""
"31103","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S7 Active (SM-G891A)",1,"",""
"31104","Future Pregnancy | Zika virus | CDC","Sony Xperia Z3 (D6603)",1,"",""
"31105","Future Pregnancy | Zika virus | CDC","Verizon Galaxy S6 Edge (SM-G925V)",1,"",""
"31106","Future Pregnancy | Zika virus | CDC","Sprint Galaxy S7 edge (SM-G935P)",1,"",""
"31107","Future Pregnancy | Zika virus | CDC","Motorola Moto G 4G (XT1039)",1,"",""
"31108","Future Pregnancy | Zika virus | CDC","Motorola Moto X (XT1060)",1,"",""
"31109","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Tab 4 (SM-T230NU)",1,"",""
"31110","Future Pregnancy | Zika virus | CDC","Sprint Galaxy Grand Prime (SM-G530P)",1,"",""
"31111","Future Pregnancy | Zika virus | CDC","Samsung Galaxy J5 (SM-J500M)",1,"",""
"31112","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Note 5 (SM-N920C)",1,"",""
"31113","Future Pregnancy | Zika virus | CDC","T-Mobile Galaxy S4 (SGH-M919)",1,"",""
"31114","Future Pregnancy | Zika virus | CDC","Google Nexus 6P",1,"",""
"31115","Future Pregnancy | Zika virus | CDC","Samsung Galaxy J3 (2016) (SM-J320W8)",1,"",""
"31116","Future Pregnancy | Zika virus | CDC","Blu R1 HD",1,"",""
"31117","Future Pregnancy | Zika virus | CDC","Elephone P9000",1,"",""
"31118","Future Pregnancy | Zika virus | CDC","ZTE Axon 7 (A2017U)",1,"",""
"31119","Future Pregnancy | Zika virus | CDC","Google Nexus 4 (E960)",1,"",""
"31120","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S4 LTE (GT-I9505)",1,"",""
"31121","Future Pregnancy | Zika virus | CDC","Samsung Galaxy A3 (SM-A310F)",1,"",""
"31122","Future Pregnancy | Zika virus | CDC","Nokia Lumia 925 (RM-892)",1,"",""
"31123","Future Pregnancy | Zika virus | CDC","Amazon Kindle Fire HDX 7",1,"",""
"31124","Future Pregnancy | Zika virus | CDC","Motorola Moto Z (XT1650)",1,"",""
"31125","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Tab A (SM-T555)",1,"",""
"31126","Future Pregnancy | Zika virus | CDC","Google Nexus 6",1,"",""
"31127","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Note 3 (SM-N900P)",1,"",""
"31128","Future Pregnancy | Zika virus | CDC","Sprint G5 (LS992)",1,"",""
"31129","Future Pregnancy | Zika virus | CDC","Motorola Moto X Pure Edition (XT1575)",1,"",""
"31130","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Amp 2 (SM-J120AZ)",1,"",""
"31131","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Grand Prime Duos (SM-G530AZ)",1,"",""
"31132","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Tab 4 10.1 (SM-T530nu)",1,"",""
"31133","Future Pregnancy | Zika virus | CDC","OnePlus A3003",1,"",""
"31134","Future Pregnancy | Zika virus | CDC","Samsung Galaxy J7 (2016) (SM-J710F)",1,"",""
"31135","Future Pregnancy | Zika virus | CDC","Motorola Moto G (3rd Gen)",1,"",""
"31136","Future Pregnancy | Zika virus | CDC","Motorola DROID Ultra 4G LTE (XT1080)",1,"",""
"31137","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Note 4 (SM-N910W8)",1,"",""
"31138","Future Pregnancy | Zika virus | CDC","Huawei GR3 (TAG-L01)",1,"",""
"31139","Future Pregnancy | Zika virus | CDC","Samsung Galaxy J1 (SM-J120A)",1,"",""
"31140","Future Pregnancy | Zika virus | CDC","LG OPTIMUS G (E970)",1,"",""
"31141","Future Pregnancy | Zika virus | CDC","OnePlus OnePlus Two (A2003)",1,"",""
"31142","Future Pregnancy | Zika virus | CDC","Huawei Ascend G7 (G7-L01)",1,"",""
"31143","Future Pregnancy | Zika virus | CDC","T-Mobile Galaxy Avant (SM-G386T)",1,"",""
"31144","Future Pregnancy | Zika virus | CDC","HTC One M9",1,"",""
"31145","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S3 mini (GT-I8190N)",1,"",""
"31146","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S4 (SGH-I337M)",1,"",""
"31147","Future Pregnancy | Zika virus | CDC","Sprint Galaxy S5 (SM-G900P)",1,"",""
"31148","Future Pregnancy | Zika virus | CDC","Samsung Galaxy A7 (SM-G930T1)",1,"",""
"31149","Future Pregnancy | Zika virus | CDC","T-Mobile Galaxy S6 Edge (SM-G925T)",1,"",""
"31150","Future Pregnancy | Zika virus | CDC","Blu Advance 5.0",1,"",""
"31151","Future Pregnancy | Zika virus | CDC","Samsung Galaxy Note 2 (SGH-T889)",1,"",""
"31152","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S4 Value Edition (GT-I9515)",1,"",""
"31153","Future Pregnancy | Zika virus | CDC","Asus MeMO Pad 8 (ME181C (K011))",1,"",""
"31154","Future Pregnancy | Zika virus | CDC","AT&T Galaxy S6 Active (SM-G890A)",1,"",""
"31155","Future Pregnancy | Zika virus | CDC","LG G5 (H831)",1,"",""
"31156","Future Pregnancy | Zika virus | CDC","Motorola Moto G 2nd Gen (XT1064)",1,"",""
"31157","Future Pregnancy | Zika virus | CDC","Sony Xperia X (F5121)",1,"",""
"31158","Future Pregnancy | Zika virus | CDC","AT&T Galaxy Note 4 (SM-N910A)",1,"",""
"31159","Future Pregnancy | Zika virus | CDC","Samsung Galaxy S3 TD-LTE (SPH-L710T)",1,"",""
"31160","Future Pregnancy | Zika virus | CDC","Motorola DROID Mini 4G LTE (XT1030)",1,"",""
"31161","Future Pregnancy | Zika virus | CDC","Xiaomi Redmi Note 4",1,"",""
"31162","Future Pregnancy | Zika virus | CDC","Sprint G4 (LS991)",1,"",""
"31163","Future Pregnancy | Zika virus | CDC","Verizon Galaxy Core Prime (SM-G360V)",1,"",""
"31164","Future Pregnancy | Zika virus | CDC","LG G4 (VS986)",1,"",""
"31165","Resources & Publications | Zika virus | CDC","::unspecified::",1929,"",""
"31166","Resources & Publications | Zika virus | CDC","Apple iPad",81,"",""
"31167","Resources & Publications | Zika virus | CDC","Apple iPhone",32,"",""
"31168","Resources & Publications | Zika virus | CDC","AT&T Galaxy S5 (SM-G900A)",3,"",""
"31169","Resources & Publications | Zika virus | CDC","Verizon Galaxy S5 (SM-G900V)",3,"",""
"31170","Resources & Publications | Zika virus | CDC","Unknown Event (Generic Android Mobile)",1,"",""
"31171","Resources & Publications | Zika virus | CDC","Verizon Galaxy Note 5 (SM-N920V)",1,"",""
"31172","Resources & Publications | Zika virus | CDC","LG Leon (MS345)",1,"",""
"31173","Resources & Publications | Zika virus | CDC","Samsung Galaxy Note 3 4G LTE (SM-N9005)",1,"",""
"31174","Resources & Publications | Zika virus | CDC","Verizon Galaxy S7 edge (SM-G935V)",1,"",""
"31175","Resources & Publications | Zika virus | CDC","Samsung Galaxy Tab A (SM-P550)",1,"",""
"31176","Resources & Publications | Zika virus | CDC","Softbank Blade Q+ (402ZT)",1,"",""
"31177","Resources & Publications | Zika virus | CDC","Samsung Galaxy S4 Mini (GT-I9195)",1,"",""
"31178","Resources & Publications | Zika virus | CDC","LG Leon (H345)",1,"",""
"31179","Resources & Publications | Zika virus | CDC","Lenovo K3 Note (K50a40)",1,"",""
"31180","Resources & Publications | Zika virus | CDC","Nokia Asha 203",1,"",""
"31181","Resources & Publications | Zika virus | CDC","Cricket Spree (K120)",1,"",""
"31182","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","::unspecified::",1308,"",""
"31183","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Apple iPhone",300,"",""
"31184","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Apple iPad",44,"",""
"31185","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Verizon Galaxy S5 (SM-G900V)",7,"",""
"31186","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Verizon Galaxy S7 (SM-G930V)",5,"",""
"31187","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Verizon Galaxy S6 (SM-G920V)",4,"",""
"31188","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Samsung Galaxy S6 (SM-G920F)",4,"",""
"31189","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Google Nexus 5X (H790)",4,"",""
"31190","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","AT&T Galaxy S5 (SM-G900A)",3,"",""
"31191","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Google Nexus 4 (E960)",3,"",""
"31192","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Samsung Galaxy Grand Prime (SM-G530H)",3,"",""
"31193","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Samsung Galaxy S7 (SM-G930W8)",3,"",""
"31194","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","OnePlus OnePlus Two (A2003)",3,"",""
"31195","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Verizon Galaxy Note 4 (SM-N910V)",3,"",""
"31196","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","HTC Desire 816",3,"",""
"31197","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Orange Galaxy S7 (SM-G930F)",2,"",""
"31198","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Sony Xperia Z3 Compact (D5803)",2,"",""
"31199","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Asus ZenFone 2 (ZE551ML (Z00AD))",2,"",""
"31200","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Samsung Galaxy S6 (SM-G920I)",2,"",""
"31201","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Samsung Galaxy Tab 4 10.1 (SM-T350)",2,"",""
"31202","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Motorola Droid Turbo (XT1254)",2,"",""
"31203","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","HTC One M8",2,"",""
"31204","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Samsung Galaxy Note 3 4G LTE (SM-N9005)",2,"",""
"31205","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Verizon Galaxy S7 edge (SM-G935V)",2,"",""
"31206","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Samsung Galaxy Note 5 (SM-N920C)",2,"",""
"31207","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","T-Mobile Galaxy S4 (SGH-M919)",2,"",""
"31208","Collecting & Submitting Specimens At Time of Birth for Zika Virus Testing | Zika virus | CDC","Google Nexus 6P",2,"",""
